YEAR,MONTH,DISTRIBUTOR,AREA,RETAILER NAME (R1),ADDRESS R1,REGENCY/DISTRICT,PRODUCT,JENIS PESTISIDA,PACKAGING,VOLUME (L/KG)
2024,02.FEB,CV. Aneka Jaya Tunas Agro,WEST JAVA,PUTRA TANI (BPK YANI),"Ciruas, Serang",SERANG,ADORE 200 SC,Fungisida,250 ML,10.0
2024,02.FEB,CV. Aneka Jaya Tunas Agro,WEST JAVA,PUTRA TANI (BPK YANI),"Ciruas, Serang",SERANG,EMARVEL 100/50 SC,Insektisida,250 ML,5.0
2024,02.FEB,CV. Aneka Jaya Tunas Agro,WEST JAVA,ANGGITA JAYA (BPK SURYONO),"Panimbang, Pandeglang",PANDEGLANG,STROZOL 25/55 WG,Fungisida,50 GR,5.0
2024,02.FEB,CV. Aneka Jaya Tunas Agro,WEST JAVA,LANGGANAN JAYA (BPK NUR),"Panimbang, Pandeglang",PANDEGLANG,STROZOL 25/55 WG,Fungisida,50 GR,5.0
2024,02.FEB,CV. Aneka Jaya Tunas Agro,WEST JAVA,DOA IBU/SAPTA,Anyer,ANYER,AVJUNSU 18 EC,Insektisida,250 ML,10.0
2024,02.FEB,CV. Aneka Jaya Tunas Agro,WEST JAVA,ZAKI TANI (BPK DEDEN),"Ciruas, Serang",SERANG,AVJUNSU 18 EC,Insektisida,1 L,50.0
2024,02.FEB,CV. Aneka Jaya Tunas Agro,WEST JAVA,ZAKI TANI (BPK DEDEN),"Ciruas, Serang",SERANG,TRAVERSA 20/60 WG,Insektisida,100 GR,5.0
2024,02.FEB,CV. Aneka Jaya Tunas Agro,WEST JAVA,HERI PUTRA (H. USMAN),"Sobang, Pandeglang",PANDEGLANG,AVJUNSU 18 EC,Insektisida,500 ML,10.0
2024,02.FEB,CV. Aneka Jaya Tunas Agro,WEST JAVA,LANGGANAN JAYA (BPK NUR),"Panimbang, Pandeglang",PANDEGLANG,AVJUNSU 18 EC,Insektisida,500 ML,50.0
2024,02.FEB,CV. Aneka Jaya Tunas Agro,WEST JAVA,LANGGANAN JAYA (BPK NUR),"Panimbang, Pandeglang",PANDEGLANG,TRAVERSA 20/60 WG,Insektisida,100 GR,15.0
2024,02.FEB,CV. Aneka Jaya Tunas Agro,WEST JAVA,AHLI TANI 13 (BPK MAHMUD),"Panimbang, Pandeglang",PANDEGLANG,AVJUNSU 18 EC,Insektisida,250 ML,30.0
2024,02.FEB,CV. Aneka Jaya Tunas Agro,WEST JAVA,AHLI TANI 13 (BPK MAHMUD),"Panimbang, Pandeglang",PANDEGLANG,AVJUNSU 18 EC,Insektisida,500 ML,40.0
2024,02.FEB,CV. Aneka Jaya Tunas Agro,WEST JAVA,AHLI TANI 13 (BPK MAHMUD),"Panimbang, Pandeglang",PANDEGLANG,AVJUNSU 18 EC,Insektisida,1 L,100.0
2024,02.FEB,CV. Aneka Jaya Tunas Agro,WEST JAVA,AHLI TANI 13 (BPK MAHMUD),"Panimbang, Pandeglang",PANDEGLANG,TRAVERSA 20/60 WG,Insektisida,100 GR,10.0
2024,02.FEB,CV. Aneka Jaya Tunas Agro,WEST JAVA,ANGGITA JAYA (BPK SURYONO),"Panimbang, Pandeglang",PANDEGLANG,ADORE 200 SC,Fungisida,250 ML,20.0
2024,02.FEB,CV. Aneka Jaya Tunas Agro,WEST JAVA,ANGGITA JAYA (BPK SURYONO),"Panimbang, Pandeglang",PANDEGLANG,AVJUNSU 18 EC,Insektisida,1 L,50.0
2024,02.FEB,CV. Aneka Jaya Tunas Agro,WEST JAVA,ANGGITA JAYA (BPK SURYONO),"Panimbang, Pandeglang",PANDEGLANG,EMARVEL 100/50 SC,Insektisida,250 ML,10.0
2024,02.FEB,CV. Aneka Jaya Tunas Agro,WEST JAVA,MINI JAYA TANI (BPK TARMIN),"Bojen, Pandeglang",PANDEGLANG,EMARVEL 100/50 SC,Insektisida,250 ML,10.0
2024,02.FEB,CV. Aneka Jaya Tunas Agro,WEST JAVA,MINI JAYA TANI (BPK TARMIN),"Bojen, Pandeglang",PANDEGLANG,TRAVERSA 20/60 WG,Insektisida,100 GR,10.0
2024,02.FEB,CV. Aneka Jaya Tunas Agro,WEST JAVA,RIZQUNA TANI (UST. NASORI),"Bojen, Pandeglang",PANDEGLANG,AVJUNSU 18 EC,Insektisida,1 L,150.0
2024,02.FEB,CV. Aneka Jaya Tunas Agro,WEST JAVA,RIZQUNA TANI (UST. NASORI),"Bojen, Pandeglang",PANDEGLANG,EMARVEL 100/50 SC,Insektisida,250 ML,10.0
2024,02.FEB,CV. Aneka Jaya Tunas Agro,WEST JAVA,SAHABAT TANI (H. UDIN),"Panimbang, Pandeglang",PANDEGLANG,AVJUNSU 18 EC,Insektisida,500 ML,10.0
2024,02.FEB,CV. Aneka Jaya Tunas Agro,WEST JAVA,SAHABAT TANI (H. UDIN),"Panimbang, Pandeglang",PANDEGLANG,AVJUNSU 18 EC,Insektisida,1 L,20.0
2024,02.FEB,CV. Aneka Jaya Tunas Agro,WEST JAVA,PUTRA TANI (BPK YANI),"Ciruas, Serang",SERANG,ADORE 200 SC,Fungisida,250 ML,10.0
2024,02.FEB,CV. Aneka Jaya Tunas Agro,WEST JAVA,PUTRA TANI (BPK YANI),"Ciruas, Serang",SERANG,AVJUNSU 18 EC,Insektisida,500 ML,18.5
2024,02.FEB,CV. Aneka Jaya Tunas Agro,WEST JAVA,PUTRA TANI (BPK YANI),"Ciruas, Serang",SERANG,AVJUNSU 18 EC,Insektisida,1 L,70.0
2024,02.FEB,CV. Aneka Jaya Tunas Agro,WEST JAVA,PUTRA TANI (BPK YANI),"Ciruas, Serang",SERANG,EMARVEL 100/50 SC,Insektisida,250 ML,5.0
2024,02.FEB,CV. Aneka Jaya Tunas Agro,WEST JAVA,PUTRA TANI (BPK YANI),"Ciruas, Serang",SERANG,TRAVERSA 20/60 WG,Insektisida,100 GR,2.5
2024,02.FEB,CV. Aneka Jaya Tunas Agro,WEST JAVA,ZAKI TANI (BPK DEDEN),"Ciruas, Serang",SERANG,TRAVERSA 20/60 WG,Insektisida,25 GR,5.0
2024,02.FEB,CV. Aneka Jaya Tunas Agro,WEST JAVA,SRI MULYA TANI (BPK TARNO),"Cikeusik, Pandeglang Selatan",PANDEGLANG,ADORE 200 SC,Fungisida,250 ML,10.0
2024,02.FEB,CV. Aneka Jaya Tunas Agro,WEST JAVA,SRI MULYA TANI (BPK TARNO),"Cikeusik, Pandeglang Selatan",PANDEGLANG,AVJUNSU 18 EC,Insektisida,1 L,200.0
2024,02.FEB,CV. Aneka Jaya Tunas Agro,WEST JAVA,SRI MULYA TANI (BPK TARNO),"Cikeusik, Pandeglang Selatan",PANDEGLANG,EMARVEL 100/50 SC,Insektisida,250 ML,15.0
2024,02.FEB,CV. Aneka Jaya Tunas Agro,WEST JAVA,SRI MULYA TANI (BPK TARNO),"Cikeusik, Pandeglang Selatan",PANDEGLANG,E-TOBAN 500/50 SC,Insektisida,400 ML,10.0
2024,02.FEB,CV. Aneka Jaya Tunas Agro,WEST JAVA,SRI MULYA TANI (BPK TARNO),"Cikeusik, Pandeglang Selatan",PANDEGLANG,STROZOL 25/55 WG,Fungisida,50 GR,10.0
2024,02.FEB,CV. Aneka Jaya Tunas Agro,WEST JAVA,SRI MULYA TANI (BPK TARNO),"Cikeusik, Pandeglang Selatan",PANDEGLANG,TRAVERSA 20/60 WG,Insektisida,100 GR,10.0
2024,02.FEB,CV. Aneka Jaya Tunas Agro,WEST JAVA,MUKHSIN,Pontang,PONTANG,TRAVERSA 20/60 WG,Insektisida,25 GR,0.5
2024,02.FEB,CV. Aneka Jaya Tunas Agro,WEST JAVA,MUKHSIN,Pontang,PONTANG,TRAVERSA 20/60 WG,Insektisida,100 GR,2.5
2024,02.FEB,CV. Aneka Jaya Tunas Agro,WEST JAVA,SUGIANTO TANI (BPK SUGIANTO),"Lebak Wangi, Serang",SERANG,TRAVERSA 20/60 WG,Insektisida,100 GR,5.0
2024,02.FEB,CV. Aneka Jaya Tunas Agro,WEST JAVA,MINI JAYA TANI (BPK TARMIN),"Bojen, Pandeglang",PANDEGLANG,ET-PRORISO 10/50 OD,Herbisida,500 ML,20.0
2024,02.FEB,CV. Aneka Jaya Tunas Agro,WEST JAVA,TEGUH RIZKY (BPK TEGUH),"Bayah, Lebak",LEBAK,AVJUNSU 18 EC,Insektisida,250 ML,20.0
2024,02.FEB,CV. Aneka Jaya Tunas Agro,WEST JAVA,TEGUH RIZKY (BPK TEGUH),"Bayah, Lebak",LEBAK,TRAVERSA 20/60 WG,Insektisida,25 GR,1.3
2024,02.FEB,CV. Aneka Jaya Tunas Agro,WEST JAVA,SRI MULYA TANI (BPK TARNO),"Cikeusik, Pandeglang Selatan",PANDEGLANG,ADORE 200 SC,Fungisida,100 ML,5.0
2024,02.FEB,CV. Aneka Jaya Tunas Agro,WEST JAVA,SRI MULYA TANI (BPK TARNO),"Cikeusik, Pandeglang Selatan",PANDEGLANG,BALTIKO 68/2 WP,Insektisida,100 GR,10.0
2024,02.FEB,CV. Aneka Jaya Tunas Agro,WEST JAVA,SRI MULYA TANI (BPK TARNO),"Cikeusik, Pandeglang Selatan",PANDEGLANG,EMARVEL 100/50 SC,Insektisida,100 ML,5.0
2024,02.FEB,CV. Aneka Jaya Tunas Agro,WEST JAVA,KUNDUR TANI (H. HAER),"Carenang, Serang",SERANG,AVJUNSU 18 EC,Insektisida,1 L,30.0
2024,02.FEB,CV. Aneka Jaya Tunas Agro,WEST JAVA,KUNDUR TANI (H. HAER),"Carenang, Serang",SERANG,BALTIKO 68/2 WP,Insektisida,100 GR,2.0
2024,02.FEB,CV. Aneka Jaya Tunas Agro,WEST JAVA,HERI PUTRA (H. USMAN),"Sobang, Pandeglang",PANDEGLANG,EMARVEL 100/50 SC,Insektisida,100 ML,2.0
2024,02.FEB,CV. Aneka Jaya Tunas Agro,WEST JAVA,HERI PUTRA (H. USMAN),"Sobang, Pandeglang",PANDEGLANG,EMARVEL 100/50 SC,Insektisida,250 ML,5.0
2024,02.FEB,CV. Aneka Jaya Tunas Agro,WEST JAVA,PUTRA TANI (BPK YANI),"Ciruas, Serang",SERANG,E-TOBAN 500/50 SC,Insektisida,400 ML,20.0
2024,02.FEB,CV. Aneka Jaya Tunas Agro,WEST JAVA,ELANG MANDIRI TANI (BPK KANTA),"Leuwisadeng, Bogor",BOGOR,AVJUNSU 18 EC,Insektisida,250 ML,30.0
2024,02.FEB,CV. Aneka Jaya Tunas Agro,WEST JAVA,LANGGANAN JAYA (BPK NUR),"Panimbang, Pandeglang",PANDEGLANG,EMARVEL 100/50 SC,Insektisida,250 ML,15.0
2024,02.FEB,CV. Aneka Jaya Tunas Agro,WEST JAVA,LANGGANAN JAYA (BPK NUR),"Panimbang, Pandeglang",PANDEGLANG,STROZOL 25/55 WG,Fungisida,50 GR,4.0
2024,02.FEB,CV. Aneka Jaya Tunas Agro,WEST JAVA,ANGGITA JAYA (BPK SURYONO),"Panimbang, Pandeglang",PANDEGLANG,ADORE 200 SC,Fungisida,250 ML,10.0
2024,02.FEB,CV. Aneka Jaya Tunas Agro,WEST JAVA,ANGGITA JAYA (BPK SURYONO),"Panimbang, Pandeglang",PANDEGLANG,AVJUNSU 18 EC,Insektisida,500 ML,20.0
2024,02.FEB,CV. Aneka Jaya Tunas Agro,WEST JAVA,ANGGITA JAYA (BPK SURYONO),"Panimbang, Pandeglang",PANDEGLANG,STROZOL 25/55 WG,Fungisida,50 GR,3.5
2024,02.FEB,CV. Aneka Jaya Tunas Agro,WEST JAVA,BERKAH TANI (BPK KADIRA),"Bojen, Pandeglang",PANDEGLANG,ET-PRORISO 10/50 OD,Herbisida,500 ML,10.0
2024,02.FEB,CV. Aneka Jaya Tunas Agro,WEST JAVA,GILANG TANI (BPK KHOMAR),"Cigeulis, Pandeglang",PANDEGLANG,EMARVEL 100/50 SC,Insektisida,100 ML,2.0
2024,02.FEB,CV. Aneka Jaya Tunas Agro,WEST JAVA,ZAKI TANI (BPK DEDEN),"Ciruas, Serang",SERANG,TRAVERSA 20/60 WG,Insektisida,100 GR,10.0
2024,02.FEB,CV. Aneka Jaya Tunas Agro,WEST JAVA,LANGGANAN JAYA (BPK NUR),"Panimbang, Pandeglang",PANDEGLANG,BALTIKO 68/2 WP,Insektisida,100 GR,20.0
2024,02.FEB,CV. Aneka Jaya Tunas Agro,WEST JAVA,PUTRI BUNGSU TANI (BPK TARNO),"Cikeusik, Pandeglang Selatan",PANDEGLANG,ET-PRORISO 10/50 OD,Herbisida,200 ML,2.0
2024,02.FEB,CV. Aneka Jaya Tunas Agro,WEST JAVA,PUTRI BUNGSU TANI (BPK TARNO),"Cikeusik, Pandeglang Selatan",PANDEGLANG,ET-PRORISO 10/50 OD,Herbisida,500 ML,5.0
2024,02.FEB,CV. Aneka Jaya Tunas Agro,WEST JAVA,SARANA TANI (H. YAHYA),"Tirtayasa, Serang",SERANG,TRAVERSA 20/60 WG,Insektisida,25 GR,0.5
2024,02.FEB,CV. Aneka Jaya Tunas Agro,WEST JAVA,SARANA TANI (H. YAHYA),"Tirtayasa, Serang",SERANG,TRAVERSA 20/60 WG,Insektisida,100 GR,2.0
2024,02.FEB,CV. Aneka Jaya Tunas Agro,WEST JAVA,MUDA MANDIRI (BPK ALI),"Cikeusik, Pandeglang Selatan",PANDEGLANG,ADORE 200 SC,Fungisida,250 ML,14.0
2024,02.FEB,CV. Aneka Jaya Tunas Agro,WEST JAVA,MUDA MANDIRI (BPK ALI),"Cikeusik, Pandeglang Selatan",PANDEGLANG,AVJUNSU 18 EC,Insektisida,1 L,50.0
2024,02.FEB,CV. Aneka Jaya Tunas Agro,WEST JAVA,MUDA MANDIRI (BPK ALI),"Cikeusik, Pandeglang Selatan",PANDEGLANG,BALTIKO 68/2 WP,Insektisida,100 GR,10.0
2024,02.FEB,CV. Aneka Jaya Tunas Agro,WEST JAVA,MUDA MANDIRI (BPK ALI),"Cikeusik, Pandeglang Selatan",PANDEGLANG,TRAVERSA 20/60 WG,Insektisida,100 GR,5.0
2024,02.FEB,CV. Aneka Jaya Tunas Agro,WEST JAVA,LANGGANAN JAYA (BPK NUR),"Panimbang, Pandeglang",PANDEGLANG,TRAVERSA 20/60 WG,Insektisida,100 GR,10.0
2024,02.FEB,CV. Aneka Jaya Tunas Agro,WEST JAVA,MZ TANI (MA'RUF),"Pontang, Serang",SERANG,AVJUNSU 18 EC,Insektisida,1 L,50.0
2024,02.FEB,CV. Aneka Jaya Tunas Agro,WEST JAVA,MZ TANI (MA'RUF),"Pontang, Serang",SERANG,TRAVERSA 20/60 WG,Insektisida,100 GR,5.0
2024,02.FEB,CV. Aneka Jaya Tunas Agro,WEST JAVA,MZ TANI (MA'RUF),"Pontang, Serang",SERANG,TRAVERSA 20/60 WG,Insektisida,25 GR,1.0
2024,02.FEB,CV. Aneka Jaya Tunas Agro,WEST JAVA,AHLI TANI 13 (BPK MAHMUD),"Panimbang, Pandeglang",PANDEGLANG,TRAVERSA 20/60 WG,Insektisida,100 GR,5.0
2024,02.FEB,CV. Aneka Jaya Tunas Agro,WEST JAVA,ANGGITA JAYA (BPK SURYONO),"Panimbang, Pandeglang",PANDEGLANG,TRAVERSA 20/60 WG,Insektisida,100 GR,5.0
2024,02.FEB,CV. Aneka Jaya Tunas Agro,WEST JAVA,RAGAM JAYA TANI (NUPUS),Cilegon,CILEGON,AVJUNSU 18 EC,Insektisida,1 L,10.0
2024,02.FEB,CV. Aneka Jaya Tunas Agro,WEST JAVA,RAGAM JAYA TANI (NUPUS),Cilegon,CILEGON,BALTIKO 68/2 WP,Insektisida,100 GR,2.5
2024,02.FEB,CV. Aneka Jaya Tunas Agro,WEST JAVA,DEDI,Pontang,PONTANG,TRAVERSA 20/60 WG,Insektisida,25 GR,1.3
2024,02.FEB,CV. Aneka Jaya Tunas Agro,WEST JAVA,DEDI,Pontang,PONTANG,TRAVERSA 20/60 WG,Insektisida,100 GR,5.0
2024,02.FEB,CV. Aneka Jaya Tunas Agro,WEST JAVA,MULTI PRIMA TANI (BPK HERMAN),"Wanasalam, Pandeglang Selatan",PANDEGLANG,EMARVEL 100/50 SC,Insektisida,250 ML,10.0
2024,02.FEB,CV. Aneka Jaya Tunas Agro,WEST JAVA,MULTI PRIMA TANI (BPK HERMAN),"Wanasalam, Pandeglang Selatan",PANDEGLANG,ET-PRORISO 10/50 OD,Herbisida,200 ML,6.0
2024,02.FEB,CV. Aneka Jaya Tunas Agro,WEST JAVA,MULTI PRIMA TANI (BPK HERMAN),"Wanasalam, Pandeglang Selatan",PANDEGLANG,ET-PRORISO 10/50 OD,Herbisida,500 ML,10.0
2024,02.FEB,CV. Aneka Jaya Tunas Agro,WEST JAVA,YANI TANI (BPK TARYA),"Bojen, Pandeglang",PANDEGLANG,EMARVEL 100/50 SC,Insektisida,250 ML,20.0
2024,02.FEB,CV. Aneka Jaya Tunas Agro,WEST JAVA,RAGAM JAYA TANI (NUPUS),Cilegon,CILEGON,AVJUNSU 18 EC,Insektisida,1 L,10.0
2024,03.MAR,CV. Aneka Jaya Tunas Agro,WEST JAVA,SUMBER TANI AGUNG (BPK EMAN),"Munjul, Pandeglang",PANDEGLANG,AVJUNSU 18 EC,Insektisida,250 ML,10.0
2024,03.MAR,CV. Aneka Jaya Tunas Agro,WEST JAVA,SUMBER TANI AGUNG (BPK EMAN),"Munjul, Pandeglang",PANDEGLANG,AVJUNSU 18 EC,Insektisida,500 ML,40.0
2024,03.MAR,CV. Aneka Jaya Tunas Agro,WEST JAVA,SUMBER TANI AGUNG (BPK EMAN),"Munjul, Pandeglang",PANDEGLANG,E-TOBAN 500/50 SC,Insektisida,400 ML,40.0
2024,03.MAR,CV. Aneka Jaya Tunas Agro,WEST JAVA,SUMBER TANI AGUNG (BPK EMAN),"Munjul, Pandeglang",PANDEGLANG,STROZOL 25/55 WG,Fungisida,"12,5 GR",1.3
2024,03.MAR,CV. Aneka Jaya Tunas Agro,WEST JAVA,LANGGANAN JAYA (BPK NUR),"Panimbang, Pandeglang",PANDEGLANG,AVJUNSU 18 EC,Insektisida,1 L,100.0
2024,03.MAR,CV. Aneka Jaya Tunas Agro,WEST JAVA,SUGIANTO TANI (BPK SUGIANTO),"Lebak Wangi, Serang",SERANG,ADORE 200 SC,Fungisida,250 ML,5.0
2024,03.MAR,CV. Aneka Jaya Tunas Agro,WEST JAVA,SUGIANTO TANI (BPK SUGIANTO),"Lebak Wangi, Serang",SERANG,AVJUNSU 18 EC,Insektisida,1 L,30.0
2024,03.MAR,CV. Aneka Jaya Tunas Agro,WEST JAVA,SUGIANTO TANI (BPK SUGIANTO),"Lebak Wangi, Serang",SERANG,E-TOBAN 500/50 SC,Insektisida,400 ML,20.0
2024,03.MAR,CV. Aneka Jaya Tunas Agro,WEST JAVA,SUGIANTO TANI (BPK SUGIANTO),"Lebak Wangi, Serang",SERANG,TRAVERSA 20/60 WG,Insektisida,25 GR,1.3
2024,03.MAR,CV. Aneka Jaya Tunas Agro,WEST JAVA,SUGIANTO TANI (BPK SUGIANTO),"Lebak Wangi, Serang",SERANG,TRAVERSA 20/60 WG,Insektisida,100 GR,2.4
2024,03.MAR,CV. Aneka Jaya Tunas Agro,WEST JAVA,MINI JAYA TANI (BPK TARMIN),"Bojen, Pandeglang",PANDEGLANG,TRAVERSA 20/60 WG,Insektisida,100 GR,5.0
2024,03.MAR,CV. Aneka Jaya Tunas Agro,WEST JAVA,ZONA TANI (BPK ASEP),Bogor,BOGOR,AVJUNSU 18 EC,Insektisida,1 L,10.0
2024,03.MAR,CV. Aneka Jaya Tunas Agro,WEST JAVA,MEGA TANIA (SATIBI),"Pontang, Serang",SERANG,TRAVERSA 20/60 WG,Insektisida,100 GR,5.0
2024,03.MAR,CV. Aneka Jaya Tunas Agro,WEST JAVA,JAYA RAYA (BPK RASIMAN),"Pontang, Serang",SERANG,TRAVERSA 20/60 WG,Insektisida,25 GR,0.5
2024,03.MAR,CV. Aneka Jaya Tunas Agro,WEST JAVA,JAYA RAYA (BPK RASIMAN),"Pontang, Serang",SERANG,TRAVERSA 20/60 WG,Insektisida,100 GR,2.0
2024,03.MAR,CV. Aneka Jaya Tunas Agro,WEST JAVA,MINI JAYA TANI (BPK TARMIN),"Bojen, Pandeglang",PANDEGLANG,ADORE 200 SC,Fungisida,250 ML,5.0
2024,03.MAR,CV. Aneka Jaya Tunas Agro,WEST JAVA,TEGUH RIZKY (BPK TEGUH),"Bayah, Lebak",LEBAK,AVJUNSU 18 EC,Insektisida,500 ML,10.0
2024,03.MAR,CV. Aneka Jaya Tunas Agro,WEST JAVA,BERKAH TANI (BPK DEDEN),"Menes, Pandeglang",PANDEGLANG,TRAVERSA 20/60 WG,Insektisida,25 GR,0.5
2024,03.MAR,CV. Aneka Jaya Tunas Agro,WEST JAVA,ALAM MAKMUR (H. IBRAHIM),Pandeglang,PANDEGLANG,TRAVERSA 20/60 WG,Insektisida,25 GR,0.5
2024,03.MAR,CV. Aneka Jaya Tunas Agro,WEST JAVA,ALAM MAKMUR (H. IBRAHIM),Pandeglang,PANDEGLANG,TRAVERSA 20/60 WG,Insektisida,100 GR,2.0
2024,03.MAR,CV. Aneka Jaya Tunas Agro,WEST JAVA,RIZQUNA TANI (UST. NASORI),"Bojen, Pandeglang",PANDEGLANG,TRAVERSA 20/60 WG,Insektisida,25 GR,5.0
2024,03.MAR,CV. Aneka Jaya Tunas Agro,WEST JAVA,RIZQUNA TANI (UST. NASORI),"Bojen, Pandeglang",PANDEGLANG,TRAVERSA 20/60 WG,Insektisida,100 GR,5.0
2024,03.MAR,CV. Aneka Jaya Tunas Agro,WEST JAVA,LINGGA JAYA (BPK AMARUDIN),"Rajeg, Tangerang",TANGERANG,AVJUNSU 18 EC,Insektisida,1 L,30.0
2024,03.MAR,CV. Aneka Jaya Tunas Agro,WEST JAVA,SUGIANTO TANI (BPK SUGIANTO),"Lebak Wangi, Serang",SERANG,ADORE 200 SC,Fungisida,250 ML,2.8
2024,03.MAR,CV. Aneka Jaya Tunas Agro,WEST JAVA,HERI PUTRA (H. USMAN),"Sobang, Pandeglang",PANDEGLANG,TRAVERSA 20/60 WG,Insektisida,100 GR,5.0
2024,03.MAR,CV. Aneka Jaya Tunas Agro,WEST JAVA,AHLI TANI 13 (BPK MAHMUD),"Panimbang, Pandeglang",PANDEGLANG,ADORE 200 SC,Fungisida,100 ML,5.0
2024,03.MAR,CV. Aneka Jaya Tunas Agro,WEST JAVA,BERKAH TANI (BPK KADIRA),"Bojen, Pandeglang",PANDEGLANG,ADORE 200 SC,Fungisida,250 ML,15.0
2024,03.MAR,CV. Aneka Jaya Tunas Agro,WEST JAVA,LANGGANAN JAYA (BPK NUR),"Panimbang, Pandeglang",PANDEGLANG,ADORE 200 SC,Fungisida,250 ML,25.0
2024,03.MAR,CV. Aneka Jaya Tunas Agro,WEST JAVA,LANGGANAN JAYA (BPK NUR),"Panimbang, Pandeglang",PANDEGLANG,STROZOL 25/55 WG,Fungisida,50 GR,15.0
2024,03.MAR,CV. Aneka Jaya Tunas Agro,WEST JAVA,RIDWAN TANI (BPK PARMAN),"Pagelaran, Pandeglang",PANDEGLANG,TRAVERSA 20/60 WG,Insektisida,100 GR,2.0
2024,03.MAR,CV. Aneka Jaya Tunas Agro,WEST JAVA,ANGGITA JAYA (BPK SURYONO),"Panimbang, Pandeglang",PANDEGLANG,ADORE 200 SC,Fungisida,250 ML,25.0
2024,03.MAR,CV. Aneka Jaya Tunas Agro,WEST JAVA,ANGGITA JAYA (BPK SURYONO),"Panimbang, Pandeglang",PANDEGLANG,STROZOL 25/55 WG,Fungisida,50 GR,10.0
2024,03.MAR,CV. Aneka Jaya Tunas Agro,WEST JAVA,MINI JAYA TANI (BPK TARMIN),"Bojen, Pandeglang",PANDEGLANG,ADORE 200 SC,Fungisida,250 ML,25.0
2024,03.MAR,CV. Aneka Jaya Tunas Agro,WEST JAVA,YANI TANI (BPK TARYA),"Bojen, Pandeglang",PANDEGLANG,TRAVERSA 20/60 WG,Insektisida,100 GR,5.0
2024,03.MAR,CV. Aneka Jaya Tunas Agro,WEST JAVA,HIRZI TANI JAYA (BPK KOSIM),"Kronjo, Tangerang",TANGERANG,ADORE 200 SC,Fungisida,100 ML,1.5
2024,03.MAR,CV. Aneka Jaya Tunas Agro,WEST JAVA,HIRZI TANI JAYA (BPK KOSIM),"Kronjo, Tangerang",TANGERANG,AVJUNSU 18 EC,Insektisida,250 ML,10.0
2024,03.MAR,CV. Aneka Jaya Tunas Agro,WEST JAVA,HIRZI TANI JAYA (BPK KOSIM),"Kronjo, Tangerang",TANGERANG,AVJUNSU 18 EC,Insektisida,1 L,10.0
2024,03.MAR,CV. Aneka Jaya Tunas Agro,WEST JAVA,ZAKI TANI (BPK DEDEN),"Ciruas, Serang",SERANG,TRAVERSA 20/60 WG,Insektisida,100 GR,10.0
2024,03.MAR,CV. Aneka Jaya Tunas Agro,WEST JAVA,MINI JAYA TANI (BPK TARMIN),"Bojen, Pandeglang",PANDEGLANG,TRAVERSA 20/60 WG,Insektisida,100 GR,10.0
2024,03.MAR,CV. Aneka Jaya Tunas Agro,WEST JAVA,SAHABAT TANI (H. UDIN),"Panimbang, Pandeglang",PANDEGLANG,AVJUNSU 18 EC,Insektisida,500 ML,10.0
2024,03.MAR,CV. Aneka Jaya Tunas Agro,WEST JAVA,SAHABAT TANI (H. UDIN),"Panimbang, Pandeglang",PANDEGLANG,AVJUNSU 18 EC,Insektisida,1 L,10.0
2024,03.MAR,CV. Aneka Jaya Tunas Agro,WEST JAVA,SAHABAT TANI (H. UDIN),"Panimbang, Pandeglang",PANDEGLANG,TRAVERSA 20/60 WG,Insektisida,25 GR,0.5
2024,03.MAR,CV. Aneka Jaya Tunas Agro,WEST JAVA,MUDA MANDIRI (BPK ALI),"Cikeusik, Pandeglang Selatan",PANDEGLANG,STROZOL 25/55 WG,Fungisida,50 GR,5.0
2024,03.MAR,CV. Aneka Jaya Tunas Agro,WEST JAVA,LANGGANAN JAYA (BPK NUR),"Panimbang, Pandeglang",PANDEGLANG,TRAVERSA 20/60 WG,Insektisida,100 GR,35.0
2024,03.MAR,CV. Aneka Jaya Tunas Agro,WEST JAVA,AHLI TANI 13 (BPK MAHMUD),"Panimbang, Pandeglang",PANDEGLANG,TRAVERSA 20/60 WG,Insektisida,100 GR,15.0
2024,03.MAR,CV. Aneka Jaya Tunas Agro,WEST JAVA,JAYA RAYA (BPK RASIMAN),"Pontang, Serang",SERANG,TRAVERSA 20/60 WG,Insektisida,100 GR,5.0
2024,03.MAR,CV. Aneka Jaya Tunas Agro,WEST JAVA,ANGGITA JAYA (BPK SURYONO),"Panimbang, Pandeglang",PANDEGLANG,TRAVERSA 20/60 WG,Insektisida,100 GR,10.0
2024,03.MAR,CV. Aneka Jaya Tunas Agro,WEST JAVA,SINAR TANI (HJ. YOLA),"Malimping, Pandeglang Selatan",PANDEGLANG,TRAVERSA 20/60 WG,Insektisida,25 GR,0.5
2024,03.MAR,CV. Aneka Jaya Tunas Agro,WEST JAVA,ANGGITA JAYA (BPK SURYONO),"Panimbang, Pandeglang",PANDEGLANG,TRAVERSA 20/60 WG,Insektisida,100 GR,10.0
2024,03.MAR,CV. Aneka Jaya Tunas Agro,WEST JAVA,MINI JAYA TANI (BPK TARMIN),"Bojen, Pandeglang",PANDEGLANG,ADORE 200 SC,Fungisida,250 ML,50.0
2024,03.MAR,CV. Aneka Jaya Tunas Agro,WEST JAVA,MINI JAYA TANI (BPK TARMIN),"Bojen, Pandeglang",PANDEGLANG,TRAVERSA 20/60 WG,Insektisida,100 GR,15.0
